ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
73345,Karnataka,Mysore,Locality_454,Apartment,5,805,490.26,0.61,1992,Furnished,9,15,33,2,10,High,No,Yes,Garden,West,Broker,Under_Construction
69881,Jharkhand,Jamshedpur,Locality_11,Villa,3,2647,346.84,0.13,2000,Semi-furnished,14,9,25,5,6,Medium,No,No,Gym,North,Builder,Ready_to_Move
22878,Uttarakhand,Haridwar,Locality_416,Apartment,5,3736,168.95,0.05,2007,Semi-furnished,12,16,18,6,10,High,No,Yes,"Playground, Clubhouse, Garden, Pool, Gym",East,Builder,Ready_to_Move
231040,Rajasthan,Jodhpur,Locality_146,Independent House,4,734,17.81,0.02,2015,Unfurnished,22,14,10,10,7,Low,Yes,Yes,"Gym, Clubhouse, Pool, Garden",East,Owner,Ready_to_Move
202942,Haryana,Gurgaon,Locality_312,Villa,2,885,240.58,0.27,2022,Furnished,18,23,3,9,10,Medium,No,No,"Gym, Playground",East,Builder,Ready_to_Move
90339,Maharashtra,Pune,Locality_96,Apartment,5,2983,117.76,0.04,2007,Semi-furnished,5,1,18,9,4,High,No,Yes,Garden,West,Builder,Ready_to_Move
183699,Uttarakhand,Dehradun,Locality_372,Apartment,5,3737,197.22,0.05,1994,Furnished,26,1,31,8,5,High,No,Yes,"Playground, Clubhouse, Pool, Garden",East,Broker,Under_Construction
93356,Punjab,Amritsar,Locality_474,Apartment,4,4077,257.57,0.06,2018,Furnished,28,3,7,6,8,High,No,Yes,"Gym, Garden",East,Owner,Under_Construction
186716,Haryana,Gurgaon,Locality_445,Apartment,1,4602,297.51,0.06,2019,Semi-furnished,14,25,6,2,10,Low,Yes,No,"Garden, Pool",West,Owner,Ready_to_Move
193320,Gujarat,Ahmedabad,Locality_163,Villa,5,3947,443.55,0.11,1996,Semi-furnished,23,22,29,4,9,High,No,No,"Garden, Playground",East,Broker,Ready_to_Move
206777,Kerala,Trivandrum,Locality_472,Villa,1,3592,58.95,0.02,2022,Unfurnished,19,12,3,2,4,Low,No,No,Pool,East,Broker,Ready_to_Move
93283,Punjab,Ludhiana,Locality_490,Apartment,3,619,380.07,0.61,2002,Furnished,3,23,23,2,2,Low,No,No,"Gym, Clubhouse, Garden, Pool",West,Owner,Ready_to_Move
133416,Bihar,Gaya,Locality_198,Villa,2,4431,118.94,0.03,1990,Furnished,4,20,35,1,10,High,No,No,"Playground, Garden, Pool, Clubhouse",North,Builder,Ready_to_Move
10223,West Bengal,Durgapur,Locality_235,Independent House,5,3539,292.26,0.08,1992,Semi-furnished,3,23,33,2,1,High,Yes,No,"Pool, Garden, Playground, Gym",East,Broker,Ready_to_Move
231420,Telangana,Hyderabad,Locality_152,Villa,4,3912,217.5,0.06,2021,Unfurnished,7,14,4,1,7,High,Yes,Yes,"Gym, Pool, Garden",East,Broker,Ready_to_Move
190383,Odisha,Bhubaneswar,Locality_271,Apartment,2,1847,399.99,0.22,2000,Unfurnished,13,2,25,1,3,High,No,No,"Clubhouse, Gym",East,Broker,Under_Construction
92651,Chhattisgarh,Bilaspur,Locality_113,Villa,2,4697,14.78,0.0,2013,Furnished,24,20,12,4,9,Low,Yes,No,"Gym, Clubhouse, Pool, Garden",South,Owner,Under_Construction
247673,Gujarat,Ahmedabad,Locality_114,Apartment,3,3515,378.57,0.11,2007,Unfurnished,25,5,18,1,5,High,No,No,Clubhouse,East,Builder,Ready_to_Move
246603,Chhattisgarh,Bilaspur,Locality_96,Villa,3,3376,204.76,0.06,2011,Furnished,8,22,14,7,10,Medium,Yes,Yes,Pool,West,Broker,Under_Construction
16422,Jharkhand,Ranchi,Locality_174,Independent House,1,513,421.52,0.82,1997,Semi-furnished,8,12,28,10,10,Medium,Yes,No,Playground,South,Broker,Under_Construction
100601,Odisha,Cuttack,Locality_53,Villa,2,2194,377.55,0.17,2002,Semi-furnished,27,22,23,8,1,Low,No,No,"Gym, Clubhouse, Garden, Pool",South,Owner,Under_Construction
229874,Karnataka,Bangalore,Locality_30,Apartment,2,4874,109.33,0.02,2021,Unfurnished,13,13,4,4,10,Medium,Yes,Yes,"Gym, Clubhouse, Playground, Garden",North,Broker,Ready_to_Move
20976,Delhi,New Delhi,Locality_257,Independent House,1,2979,156.52,0.05,2018,Unfurnished,15,7,7,3,3,Medium,No,Yes,"Clubhouse, Garden",East,Owner,Under_Construction
35894,Uttarakhand,Dehradun,Locality_94,Villa,5,4710,84.17,0.02,1991,Unfurnished,23,15,34,10,10,Medium,No,No,Garden,West,Broker,Ready_to_Move
206364,Uttarakhand,Haridwar,Locality_13,Apartment,1,3820,277.35,0.07,2021,Furnished,10,19,4,3,4,High,No,No,"Playground, Pool",West,Broker,Ready_to_Move
55516,Telangana,Hyderabad,Locality_327,Independent House,2,791,99.73,0.13,1996,Furnished,26,22,29,3,2,Medium,No,No,"Playground, Pool, Gym",East,Broker,Ready_to_Move
83554,Gujarat,Surat,Locality_30,Independent House,5,4735,267.83,0.06,1995,Semi-furnished,15,29,30,5,2,High,Yes,No,"Garden, Pool",East,Broker,Under_Construction
240615,Chhattisgarh,Raipur,Locality_275,Independent House,1,3509,469.39,0.13,2008,Unfurnished,23,21,17,4,7,Low,Yes,Yes,Playground,East,Owner,Ready_to_Move
213496,Andhra Pradesh,Vijayawada,Locality_129,Villa,4,1575,381.52,0.24,2023,Semi-furnished,14,4,2,4,10,Low,No,No,"Clubhouse, Playground, Garden, Pool",South,Builder,Under_Construction
235888,Kerala,Trivandrum,Locality_286,Villa,5,859,462.35,0.54,2018,Semi-furnished,2,5,7,2,9,Low,Yes,No,"Playground, Clubhouse, Gym, Garden, Pool",East,Builder,Ready_to_Move
40428,Bihar,Gaya,Locality_137,Apartment,2,4271,77.48,0.02,1992,Semi-furnished,4,15,33,10,4,High,Yes,No,"Clubhouse, Pool, Playground",North,Broker,Under_Construction
209518,Rajasthan,Jodhpur,Locality_106,Apartment,2,2459,407.62,0.17,2003,Furnished,25,28,22,5,5,Low,No,Yes,"Gym, Clubhouse, Garden, Playground",North,Owner,Ready_to_Move
79572,Assam,Silchar,Locality_95,Villa,5,2182,252.38,0.12,1999,Furnished,8,22,26,9,3,Medium,Yes,Yes,Playground,North,Owner,Ready_to_Move
100706,Uttarakhand,Dehradun,Locality_162,Independent House,3,4678,298.19,0.06,2016,Furnished,15,24,9,10,3,Medium,Yes,No,Gym,West,Broker,Ready_to_Move
148569,Assam,Guwahati,Locality_253,Independent House,2,1200,112.11,0.09,2019,Furnished,16,3,6,1,1,Medium,No,No,"Clubhouse, Gym, Pool, Playground, Garden",South,Owner,Ready_to_Move
110410,Assam,Silchar,Locality_307,Apartment,3,1139,153.38,0.13,1991,Unfurnished,1,23,34,2,2,Medium,No,Yes,"Gym, Clubhouse, Garden, Playground",South,Broker,Under_Construction
58886,Punjab,Amritsar,Locality_165,Apartment,4,734,176.08,0.24,2008,Unfurnished,29,16,17,6,4,High,No,No,Garden,East,Owner,Under_Construction
85876,Delhi,Dwarka,Locality_109,Apartment,1,1112,324.37,0.29,1993,Unfurnished,23,19,32,2,7,High,No,Yes,"Playground, Garden, Gym, Pool, Clubhouse",North,Builder,Ready_to_Move
8805,West Bengal,Kolkata,Locality_311,Villa,3,2796,418.14,0.15,1999,Furnished,24,18,26,4,10,Medium,Yes,Yes,"Playground, Garden, Pool, Gym, Clubhouse",North,Owner,Under_Construction
48432,Tamil Nadu,Coimbatore,Locality_460,Independent House,5,2582,464.41,0.18,2014,Furnished,25,28,11,7,6,Low,Yes,Yes,"Garden, Gym, Pool",West,Builder,Under_Construction
146690,Telangana,Warangal,Locality_128,Villa,4,2718,20.07,0.01,1999,Furnished,8,7,26,2,5,Medium,Yes,Yes,"Garden, Clubhouse, Gym, Pool, Playground",North,Builder,Under_Construction
205927,Odisha,Bhubaneswar,Locality_388,Apartment,3,4756,391.09,0.08,2008,Unfurnished,2,11,17,4,6,Low,No,No,"Garden, Clubhouse, Gym, Pool",West,Broker,Under_Construction
24869,Haryana,Gurgaon,Locality_320,Villa,3,1758,350.96,0.2,1995,Unfurnished,21,1,30,4,6,High,No,No,"Garden, Clubhouse, Gym, Playground, Pool",West,Owner,Ready_to_Move
63344,Rajasthan,Jaipur,Locality_96,Apartment,1,2920,78.08,0.03,2007,Semi-furnished,2,1,18,2,6,High,Yes,Yes,"Clubhouse, Pool, Playground",West,Owner,Ready_to_Move
217736,Haryana,Faridabad,Locality_48,Villa,2,3246,315.0,0.1,1998,Furnished,9,12,27,9,8,Medium,No,No,"Clubhouse, Garden, Gym, Playground, Pool",South,Owner,Under_Construction
201804,Karnataka,Mangalore,Locality_158,Independent House,3,1328,122.1,0.09,2010,Semi-furnished,26,22,15,9,7,Low,No,No,"Garden, Pool, Playground, Clubhouse, Gym",South,Owner,Ready_to_Move
170257,Jharkhand,Jamshedpur,Locality_446,Independent House,4,1057,266.79,0.25,2015,Furnished,25,24,10,9,2,Medium,Yes,No,"Garden, Pool",South,Broker,Ready_to_Move
163059,Chhattisgarh,Raipur,Locality_463,Independent House,5,3265,469.57,0.14,2006,Unfurnished,20,26,19,2,8,Low,Yes,No,"Clubhouse, Gym, Playground",South,Broker,Ready_to_Move
69797,Gujarat,Ahmedabad,Locality_482,Villa,4,3712,14.73,0.0,1995,Semi-furnished,10,3,30,7,6,Low,Yes,No,Garden,East,Builder,Under_Construction
202957,Uttar Pradesh,Noida,Locality_299,Independent House,3,1851,72.46,0.04,2009,Unfurnished,11,14,16,7,5,Low,Yes,No,"Clubhouse, Playground, Garden, Gym, Pool",South,Broker,Under_Construction
51562,Chhattisgarh,Bilaspur,Locality_29,Villa,1,3969,189.66,0.05,2013,Unfurnished,17,14,12,9,6,Low,No,Yes,"Pool, Playground",North,Broker,Under_Construction
24324,Bihar,Patna,Locality_399,Villa,3,3583,307.22,0.09,2010,Furnished,26,19,15,3,2,High,No,No,"Pool, Clubhouse, Gym, Garden, Playground",East,Broker,Ready_to_Move
10698,Karnataka,Mysore,Locality_384,Independent House,2,4171,409.83,0.1,2006,Unfurnished,11,6,19,9,10,Low,Yes,Yes,Gym,North,Broker,Under_Construction
218619,Uttarakhand,Dehradun,Locality_306,Apartment,1,4815,291.42,0.06,2011,Furnished,18,18,14,2,3,High,Yes,No,"Gym, Clubhouse, Playground, Pool, Garden",East,Owner,Under_Construction
56630,Andhra Pradesh,Vijayawada,Locality_375,Villa,4,982,390.05,0.4,2002,Furnished,25,10,23,8,8,Medium,No,No,"Playground, Garden, Pool",South,Owner,Ready_to_Move
114666,Assam,Guwahati,Locality_400,Independent House,5,3661,310.12,0.08,2018,Semi-furnished,23,19,7,7,7,Medium,No,No,Garden,South,Builder,Ready_to_Move
241594,Jharkhand,Jamshedpur,Locality_235,Apartment,2,4588,96.86,0.02,2022,Unfurnished,23,26,3,5,5,Medium,No,No,Pool,West,Owner,Ready_to_Move
209643,Bihar,Gaya,Locality_153,Independent House,3,904,39.25,0.04,1997,Unfurnished,19,29,28,9,5,Medium,No,No,"Garden, Pool, Gym, Clubhouse, Playground",North,Owner,Under_Construction
149130,Karnataka,Bangalore,Locality_168,Villa,1,629,264.94,0.42,1990,Unfurnished,23,5,35,9,4,High,No,No,"Clubhouse, Gym, Pool, Playground, Garden",South,Builder,Under_Construction
246168,Rajasthan,Jodhpur,Locality_256,Independent House,4,4808,426.96,0.09,2022,Furnished,22,25,3,4,5,Medium,No,Yes,"Pool, Clubhouse, Gym, Garden",South,Builder,Ready_to_Move
232024,West Bengal,Durgapur,Locality_124,Apartment,2,3377,116.13,0.03,2009,Unfurnished,21,13,16,2,2,High,Yes,No,"Clubhouse, Garden, Playground, Gym, Pool",North,Owner,Under_Construction
127400,Uttarakhand,Dehradun,Locality_64,Villa,2,3671,458.94,0.13,2019,Furnished,4,3,6,7,3,High,Yes,Yes,Gym,West,Builder,Under_Construction
63043,Gujarat,Ahmedabad,Locality_132,Apartment,5,2171,11.3,0.01,2013,Semi-furnished,0,10,12,10,3,Low,Yes,Yes,Gym,East,Broker,Ready_to_Move
182384,Andhra Pradesh,Vishakhapatnam,Locality_326,Villa,5,3414,216.24,0.06,2015,Furnished,19,17,10,2,7,High,Yes,Yes,"Garden, Pool, Playground, Clubhouse, Gym",South,Owner,Under_Construction
6822,Odisha,Cuttack,Locality_248,Villa,1,984,351.28,0.36,2019,Unfurnished,28,23,6,2,1,Low,No,No,"Playground, Pool, Garden",East,Builder,Under_Construction
92871,Andhra Pradesh,Vishakhapatnam,Locality_392,Apartment,5,2834,176.33,0.06,2023,Semi-furnished,1,21,2,5,5,Low,No,Yes,"Gym, Garden, Playground, Pool",South,Broker,Ready_to_Move
63008,Kerala,Kochi,Locality_17,Independent House,2,3825,100.96,0.03,1991,Furnished,2,25,34,1,2,Low,Yes,No,Pool,South,Owner,Under_Construction
187606,Kerala,Trivandrum,Locality_297,Independent House,5,4362,114.11,0.03,2021,Furnished,14,19,4,9,9,Medium,Yes,No,"Gym, Playground",West,Broker,Under_Construction
145869,Jharkhand,Ranchi,Locality_308,Apartment,2,1805,270.88,0.15,1997,Unfurnished,20,23,28,6,1,Low,No,Yes,"Gym, Pool",North,Owner,Ready_to_Move
15414,Telangana,Warangal,Locality_93,Apartment,1,818,391.8,0.48,1995,Semi-furnished,21,26,30,9,7,Medium,No,Yes,Clubhouse,North,Owner,Under_Construction
22629,Uttarakhand,Haridwar,Locality_387,Apartment,2,701,371.71,0.53,2011,Semi-furnished,12,3,14,7,2,High,Yes,Yes,"Gym, Pool, Garden, Clubhouse",West,Builder,Under_Construction
197976,Bihar,Patna,Locality_94,Villa,3,4792,472.58,0.1,2015,Semi-furnished,6,29,10,3,7,Low,Yes,No,Clubhouse,South,Broker,Ready_to_Move
199105,Maharashtra,Pune,Locality_377,Villa,3,2984,279.72,0.09,1996,Semi-furnished,21,3,29,10,2,Low,Yes,Yes,"Clubhouse, Pool, Gym",West,Broker,Ready_to_Move
244628,Kerala,Kochi,Locality_364,Independent House,5,1874,463.39,0.25,2014,Unfurnished,11,17,11,1,9,Low,No,Yes,"Gym, Clubhouse",East,Builder,Under_Construction
1851,Madhya Pradesh,Indore,Locality_465,Apartment,1,4887,40.9,0.01,1998,Furnished,27,19,27,10,7,Low,Yes,Yes,"Pool, Gym, Garden, Playground",South,Owner,Under_Construction
15257,Odisha,Bhubaneswar,Locality_292,Apartment,4,2146,266.66,0.12,1998,Semi-furnished,25,4,27,1,8,Low,No,Yes,"Clubhouse, Gym, Playground, Garden",East,Builder,Under_Construction
32350,Uttar Pradesh,Noida,Locality_16,Independent House,5,3656,98.41,0.03,2018,Unfurnished,24,15,7,8,10,Low,No,No,"Playground, Garden, Clubhouse",East,Owner,Under_Construction
144149,Rajasthan,Jodhpur,Locality_179,Villa,4,4952,447.28,0.09,1998,Unfurnished,10,24,27,2,9,Medium,Yes,No,"Clubhouse, Garden",North,Broker,Ready_to_Move
97609,Assam,Silchar,Locality_408,Independent House,1,1843,494.47,0.27,2013,Furnished,28,3,12,10,9,High,No,No,"Playground, Gym, Clubhouse",North,Broker,Under_Construction
205327,Karnataka,Mysore,Locality_136,Independent House,4,1344,95.96,0.07,2005,Furnished,8,4,20,9,5,Low,Yes,Yes,"Gym, Clubhouse, Playground",North,Owner,Ready_to_Move
170737,Madhya Pradesh,Bhopal,Locality_322,Apartment,2,1264,303.29,0.24,1999,Furnished,15,13,26,3,5,Medium,Yes,No,Playground,West,Builder,Ready_to_Move
135123,Odisha,Bhubaneswar,Locality_414,Apartment,2,1697,181.33,0.11,2007,Semi-furnished,30,21,18,9,5,Low,No,No,"Gym, Garden",East,Builder,Ready_to_Move
196370,Bihar,Patna,Locality_194,Apartment,4,3495,338.13,0.1,1994,Furnished,26,26,31,7,1,Low,Yes,No,"Pool, Gym, Garden, Clubhouse",West,Broker,Under_Construction
8011,Chhattisgarh,Raipur,Locality_345,Villa,3,2000,442.32,0.22,2010,Furnished,2,14,15,1,6,Low,Yes,Yes,"Pool, Clubhouse, Garden",North,Owner,Ready_to_Move
110264,Punjab,Amritsar,Locality_21,Independent House,5,4000,102.38,0.03,2022,Unfurnished,10,2,3,6,1,High,Yes,No,"Clubhouse, Playground, Garden",North,Builder,Ready_to_Move
185290,Delhi,Dwarka,Locality_92,Apartment,2,1255,418.13,0.33,2017,Furnished,10,19,8,3,7,High,No,No,"Gym, Playground, Clubhouse, Pool, Garden",North,Broker,Ready_to_Move
67221,Maharashtra,Nagpur,Locality_439,Independent House,2,1472,490.92,0.33,1995,Semi-furnished,8,7,30,4,10,Medium,Yes,Yes,"Clubhouse, Garden, Pool",West,Broker,Ready_to_Move
231636,Assam,Silchar,Locality_171,Independent House,1,4768,29.34,0.01,1998,Semi-furnished,10,17,27,2,6,Low,Yes,Yes,"Gym, Garden, Playground, Clubhouse",East,Owner,Ready_to_Move
205442,Maharashtra,Mumbai,Locality_292,Independent House,3,3632,125.79,0.03,2009,Unfurnished,14,11,16,7,1,Medium,Yes,Yes,"Playground, Clubhouse, Garden, Pool",East,Builder,Ready_to_Move
18676,West Bengal,Kolkata,Locality_143,Villa,3,4185,483.56,0.12,1996,Unfurnished,5,11,29,6,2,Low,No,No,"Clubhouse, Pool, Garden, Gym",West,Broker,Under_Construction
103337,Uttar Pradesh,Lucknow,Locality_152,Independent House,5,2959,455.84,0.15,1995,Unfurnished,9,23,30,5,9,Medium,No,No,"Garden, Gym, Clubhouse, Playground, Pool",East,Builder,Under_Construction
8493,Odisha,Bhubaneswar,Locality_117,Independent House,4,4032,80.41,0.02,1990,Semi-furnished,10,8,35,7,1,High,Yes,No,"Pool, Gym, Playground",East,Owner,Under_Construction
115175,Telangana,Warangal,Locality_288,Apartment,2,2051,495.27,0.24,2014,Furnished,9,28,11,8,1,High,Yes,Yes,"Gym, Garden, Pool",East,Owner,Under_Construction
117007,Delhi,New Delhi,Locality_321,Apartment,5,2316,327.76,0.14,2017,Semi-furnished,15,8,8,7,3,Medium,No,Yes,"Garden, Gym, Pool",East,Broker,Under_Construction
162280,Odisha,Cuttack,Locality_372,Villa,1,1807,65.46,0.04,2021,Semi-furnished,14,1,4,1,4,Medium,No,Yes,"Garden, Playground, Gym, Pool",South,Owner,Under_Construction
82304,Maharashtra,Nagpur,Locality_252,Independent House,4,4496,211.56,0.05,1994,Unfurnished,20,15,31,2,1,High,Yes,Yes,"Pool, Playground, Clubhouse, Gym",West,Builder,Ready_to_Move
208739,Kerala,Trivandrum,Locality_386,Villa,5,4825,263.42,0.05,2000,Unfurnished,26,28,25,9,2,Medium,No,Yes,"Garden, Gym",South,Builder,Under_Construction
72635,Karnataka,Mysore,Locality_75,Independent House,3,889,20.93,0.02,2020,Furnished,9,16,5,6,7,Medium,No,Yes,"Garden, Playground, Pool, Clubhouse",South,Owner,Ready_to_Move
166825,Haryana,Gurgaon,Locality_180,Apartment,5,1396,276.94,0.2,2001,Furnished,28,1,24,6,2,Medium,No,No,"Gym, Pool, Garden, Clubhouse",North,Builder,Ready_to_Move
219253,Andhra Pradesh,Vijayawada,Locality_280,Independent House,2,676,480.62,0.71,2022,Furnished,7,4,3,3,5,Low,No,No,"Clubhouse, Gym, Garden, Playground, Pool",East,Owner,Under_Construction
42952,Maharashtra,Pune,Locality_64,Apartment,2,4147,218.65,0.05,2023,Semi-furnished,15,30,2,8,5,Low,Yes,No,"Playground, Garden, Gym, Clubhouse",South,Broker,Ready_to_Move
193277,Maharashtra,Mumbai,Locality_219,Independent House,5,1570,352.99,0.22,2002,Semi-furnished,23,9,23,7,10,Low,Yes,No,"Garden, Playground, Clubhouse, Gym, Pool",South,Owner,Under_Construction
160671,Andhra Pradesh,Vijayawada,Locality_301,Independent House,5,4037,386.52,0.1,1998,Semi-furnished,5,25,27,10,3,Medium,No,No,"Pool, Garden, Clubhouse, Playground, Gym",East,Builder,Ready_to_Move
28896,Uttar Pradesh,Lucknow,Locality_452,Villa,1,3609,380.64,0.11,1993,Unfurnished,20,4,32,5,10,Low,Yes,Yes,"Pool, Garden, Playground",West,Builder,Ready_to_Move
160561,Kerala,Kochi,Locality_367,Villa,3,2800,443.88,0.16,2007,Unfurnished,10,28,18,10,1,Low,Yes,No,"Playground, Gym, Clubhouse, Pool",East,Builder,Ready_to_Move
235405,Rajasthan,Jaipur,Locality_122,Independent House,4,2494,129.73,0.05,2000,Furnished,24,14,25,2,9,Low,No,Yes,"Playground, Gym, Clubhouse",South,Broker,Under_Construction
63579,Assam,Silchar,Locality_380,Apartment,3,4872,192.67,0.04,2009,Furnished,1,12,16,2,5,Medium,No,No,"Clubhouse, Gym, Garden",West,Broker,Under_Construction
78647,Kerala,Kochi,Locality_265,Independent House,3,1304,410.79,0.32,2009,Unfurnished,14,27,16,3,7,Medium,Yes,Yes,Garden,East,Broker,Ready_to_Move
85246,Odisha,Cuttack,Locality_38,Independent House,4,616,471.66,0.77,2015,Furnished,20,5,10,1,4,Medium,No,No,"Playground, Gym, Clubhouse",South,Owner,Ready_to_Move
144026,Jharkhand,Ranchi,Locality_84,Apartment,4,1837,225.92,0.12,2021,Semi-furnished,11,24,4,10,3,Medium,No,Yes,"Garden, Clubhouse",South,Owner,Ready_to_Move
49079,Assam,Silchar,Locality_4,Villa,3,3152,465.61,0.15,2004,Semi-furnished,13,29,21,6,1,High,No,No,"Garden, Gym, Clubhouse, Pool, Playground",West,Owner,Ready_to_Move
76513,Assam,Silchar,Locality_138,Independent House,2,3603,150.07,0.04,2020,Furnished,26,27,5,8,9,Medium,No,No,"Playground, Pool",West,Builder,Ready_to_Move
19488,West Bengal,Kolkata,Locality_141,Villa,1,4198,491.0,0.12,2006,Unfurnished,15,10,19,5,2,Low,No,Yes,"Clubhouse, Playground, Garden, Pool, Gym",East,Broker,Ready_to_Move
31301,Karnataka,Mysore,Locality_368,Apartment,1,3844,482.19,0.13,2021,Semi-furnished,28,7,4,9,2,High,No,No,Pool,North,Broker,Under_Construction
175420,Telangana,Warangal,Locality_142,Apartment,3,3315,495.15,0.15,1991,Unfurnished,29,1,34,9,5,Low,Yes,No,Clubhouse,South,Owner,Under_Construction
219765,Chhattisgarh,Raipur,Locality_405,Apartment,1,798,367.26,0.46,2006,Unfurnished,9,16,19,2,7,High,Yes,Yes,"Gym, Pool, Garden, Clubhouse, Playground",East,Builder,Ready_to_Move
219436,Bihar,Gaya,Locality_461,Independent House,2,4771,365.94,0.08,1996,Furnished,13,26,29,3,2,High,No,No,"Gym, Clubhouse",West,Broker,Ready_to_Move
216183,Chhattisgarh,Raipur,Locality_302,Independent House,4,3715,486.13,0.13,2009,Unfurnished,22,30,16,3,4,Medium,Yes,No,"Playground, Gym",West,Owner,Ready_to_Move
32142,Kerala,Trivandrum,Locality_380,Villa,4,762,343.07,0.45,1997,Furnished,18,20,28,2,4,Medium,Yes,Yes,Clubhouse,East,Broker,Ready_to_Move
156832,Andhra Pradesh,Vijayawada,Locality_198,Independent House,4,4338,52.13,0.01,2012,Semi-furnished,17,26,13,2,5,High,No,Yes,"Gym, Pool, Clubhouse",North,Owner,Ready_to_Move
164683,Bihar,Patna,Locality_92,Independent House,3,4884,115.65,0.02,2005,Unfurnished,2,24,20,4,10,Low,Yes,Yes,"Clubhouse, Pool",West,Owner,Under_Construction
24734,Odisha,Bhubaneswar,Locality_276,Apartment,3,771,395.46,0.51,2003,Semi-furnished,13,24,22,1,7,Medium,Yes,Yes,Garden,North,Broker,Ready_to_Move
105398,Rajasthan,Jaipur,Locality_429,Villa,5,4954,379.73,0.08,2014,Semi-furnished,18,27,11,7,9,Low,No,Yes,"Garden, Clubhouse",East,Builder,Ready_to_Move
246815,Telangana,Hyderabad,Locality_38,Apartment,5,1787,444.45,0.25,2006,Unfurnished,21,23,19,6,1,High,Yes,Yes,"Pool, Gym, Playground, Clubhouse",North,Broker,Ready_to_Move
247110,Karnataka,Bangalore,Locality_149,Apartment,4,1066,499.2,0.47,1991,Semi-furnished,15,17,34,6,5,Low,No,No,"Playground, Garden, Gym",West,Builder,Under_Construction
171770,Bihar,Patna,Locality_181,Villa,1,1721,493.06,0.29,1997,Furnished,8,25,28,9,9,Medium,No,No,"Clubhouse, Gym, Playground",South,Builder,Under_Construction
162560,Odisha,Cuttack,Locality_258,Apartment,4,4962,442.57,0.09,2007,Semi-furnished,3,10,18,4,8,High,Yes,Yes,"Pool, Gym, Playground",South,Builder,Under_Construction
2375,Chhattisgarh,Bilaspur,Locality_173,Apartment,1,4789,25.66,0.01,1994,Semi-furnished,1,18,31,2,6,Low,Yes,Yes,"Gym, Pool, Playground, Garden",East,Builder,Ready_to_Move
138616,Odisha,Bhubaneswar,Locality_306,Apartment,5,1470,434.78,0.3,2014,Furnished,21,28,11,2,9,Low,No,Yes,"Gym, Garden, Pool, Clubhouse",North,Broker,Under_Construction
230306,Haryana,Faridabad,Locality_123,Apartment,4,3214,152.25,0.05,2012,Semi-furnished,27,11,13,7,7,High,Yes,Yes,"Clubhouse, Playground, Garden, Pool",East,Broker,Ready_to_Move
249742,Bihar,Patna,Locality_115,Apartment,2,1356,280.9,0.21,2023,Furnished,29,26,2,2,2,Low,No,No,"Pool, Gym, Playground, Clubhouse",North,Broker,Ready_to_Move
11943,Rajasthan,Jodhpur,Locality_397,Apartment,3,2451,235.89,0.1,2015,Unfurnished,17,19,10,4,1,Medium,Yes,No,"Clubhouse, Pool, Gym",South,Owner,Under_Construction
213768,Bihar,Gaya,Locality_132,Independent House,2,1684,478.35,0.28,2018,Semi-furnished,16,8,7,9,2,Medium,No,No,"Playground, Garden, Clubhouse, Gym",East,Owner,Ready_to_Move
177440,Rajasthan,Jodhpur,Locality_140,Apartment,5,1863,80.53,0.04,2000,Unfurnished,3,25,25,5,9,Low,No,No,Gym,North,Owner,Under_Construction
147919,Tamil Nadu,Coimbatore,Locality_210,Villa,3,2116,137.0,0.06,2003,Furnished,10,12,22,9,5,High,No,Yes,"Garden, Playground",North,Owner,Under_Construction
90882,Uttar Pradesh,Noida,Locality_53,Villa,4,1696,236.01,0.14,2022,Unfurnished,27,5,3,5,7,High,No,No,Clubhouse,East,Owner,Under_Construction
30576,Uttarakhand,Dehradun,Locality_212,Villa,4,2729,376.15,0.14,2007,Semi-furnished,13,11,18,5,8,Low,Yes,Yes,"Gym, Playground",West,Broker,Under_Construction
179332,Tamil Nadu,Coimbatore,Locality_431,Apartment,5,3593,176.47,0.05,1995,Semi-furnished,11,20,30,7,5,Low,No,No,"Garden, Pool, Gym, Playground, Clubhouse",South,Owner,Ready_to_Move
247114,Assam,Silchar,Locality_375,Independent House,4,1779,330.79,0.19,2023,Furnished,11,14,2,4,5,Low,Yes,Yes,"Gym, Pool",North,Builder,Under_Construction
23725,Punjab,Ludhiana,Locality_390,Villa,4,4716,138.79,0.03,1994,Furnished,25,24,31,5,9,Medium,Yes,No,Gym,West,Broker,Under_Construction
123907,Kerala,Kochi,Locality_394,Villa,1,2014,120.45,0.06,2010,Furnished,1,10,15,10,5,Medium,Yes,Yes,"Garden, Clubhouse, Pool, Playground, Gym",East,Builder,Ready_to_Move
248257,Punjab,Amritsar,Locality_291,Apartment,5,4165,132.55,0.03,2010,Furnished,22,11,15,7,1,Medium,Yes,Yes,"Pool, Garden",East,Builder,Under_Construction
31340,Madhya Pradesh,Indore,Locality_363,Villa,1,754,58.24,0.08,2006,Unfurnished,6,2,19,9,6,High,Yes,No,"Playground, Clubhouse",West,Builder,Ready_to_Move
130617,Punjab,Ludhiana,Locality_97,Apartment,3,2176,132.43,0.06,2012,Semi-furnished,29,10,13,4,7,High,No,Yes,"Pool, Garden, Gym",West,Broker,Ready_to_Move
